Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
32.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,25,20002.489441703987
33.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.489441703987
28.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.48943621965
36.0,4.0,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.48943621965
37.0,4.3,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,49,20002.48943621965
24.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.48943621965
31.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,25,20002.48943621965
35.0,3.4,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.48943621965
22.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.48943621965
37.0,4.8,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,27,20002.48943621965
,,,,3,Buffet,scooter,1.0,Yes,Metropolitian,52,20002.48943621965
20.0,4.7,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,30,20002.48943621965
37.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.48943621965
31.0,3.6,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,35,20002.489435769297
38.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.489435769297
28.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Urban,11,20002.489435769297
29.0,4.5,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.489435769297
29.0,4.7,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.489435769297
37.0,4.4,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,42,20002.489435769297
39.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,36,20002.489435769297
22.0,5.0,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.489435769297
25.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,16,20002.489435769297
37.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.489435769297
33.0,5.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.489435769297
37.0,4.4,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.489435769297
24.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.489435769297
30.0,4.5,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,47,20002.489435769297
20.0,4.7,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,34,20002.48943325664
,,,,1,Meal,scooter,1.0,No,Metropolitian,38,20002.48943325664
30.0,4.4,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.48943325664
24.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.48943325664
26.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,35,20002.48943325664
28.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.48943325664
27.0,4.9,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,15,20002.48943325664
31.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,20002.48943325664
32.0,4.3,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.48943325664
30.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Urban,15,20002.48943325664
23.0,4.8,Fog,Jam,2,Drinks,scooter,1.0,Yes,Metropolitian,41,20002.48943325664
34.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,34,20002.489428639023
23.0,5.0,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,18,20002.489428639023
32.0,4.2,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.489428639023
20.0,4.7,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.489428639023
32.0,,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.489428639023
32.0,4.9,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,31,20002.489428639023
36.0,4.3,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,34,20002.489428639023
21.0,4.5,Fog,High,1,Snack,scooter,0.0,No,Metropolitian,29,20002.489428639023
33.0,4.8,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,20002.489428639023
29.0,4.8,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.489428639023
25.0,4.5,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,27,20002.489428639023
34.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Urban,43,20002.489428639023
24.0,4.8,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,22,20002.489428639023
35.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.489428639023
30.0,4.8,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.489428108693
31.0,4.6,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,27,20002.489428108693
31.0,4.9,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,32,20002.489428108693
26.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.489428108693
23.0,4.8,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,29,20002.489428108693
28.0,4.9,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,20002.489428108693
34.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.489428108693
23.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,20002.489428108693
32.0,4.4,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.489427743432
25.0,4.8,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.489427743432
24.0,4.5,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.489427743432
34.0,4.1,Windy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,20002.489427743432
32.0,5.0,Cloudy,High,0,Drinks,motorcycle,,No,Urban,28,20002.489427743432
34.0,4.6,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,20002.489427743432
33.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.489427743432
38.0,4.5,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.489427743432
35.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.489419970905
37.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,,16,20002.489419970905
27.0,4.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.489419970905
27.0,5.0,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20002.489419970905
32.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.489419970905
28.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,11,20002.489419970905
24.0,5.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.489419970905
,,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.489419970905
27.0,4.9,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.489419970905
34.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.489419970905
36.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,29,20002.489419970905
29.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.489419970905
21.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,18,20002.489419970905
37.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,20,20002.489419970905
21.0,4.8,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,20002.489418917598
35.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,16,20002.489418917598
22.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,10,20002.489418917598
24.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,17,20002.489418917598
37.0,4.1,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,44,20002.489418917598
34.0,4.0,Cloudy,High,0,Buffet,motorcycle,1.0,No,Urban,34,20002.489418917598
37.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,15,20002.489418917598
27.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.489418917598
31.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.489418095185
38.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.489418095185
32.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.489418095185
37.0,4.6,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.489418095185
32.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.489418095185
22.0,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.489418095185
29.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,14,20002.489418095185
20.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,13,20002.489418095185
26.0,4.8,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,19,20002.489418095185
22.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.489418095185
20.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.489418095185
27.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Urban,17,20002.489418095185
29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.489418095185
39.0,3.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,20002.489417754976
35.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,27,20002.489417754976
23.0,4.7,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,14,20002.489417754976
24.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.489417754976
39.0,4.8,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.489417754976
24.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,14,20002.489417754976
34.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,34,20002.489417754976
27.0,4.7,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.489417754976
35.0,4.9,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.489417754976
29.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,20002.489415840857
36.0,4.8,Windy,High,1,Drinks,motorcycle,0.0,No,Urban,28,20002.489415840857
32.0,4.6,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.489415840857
34.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,,20,20002.489415840857
39.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.489415840857
24.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Urban,15,20002.489415840857
38.0,4.9,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.489415840857
30.0,4.6,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,27,20002.489415840857
27.0,4.6,Stormy,Medium,2,Meal,scooter,0.0,No,Urban,27,20002.489415840857
30.0,4.9,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,20002.489414767122
21.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.489414767122
38.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.489414767122
26.0,5.0,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,16,20002.489414767122
28.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.489414767122
39.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.489414767122
32.0,4.6,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,27,20002.489414767122
23.0,4.8,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.489414767122
37.0,4.3,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,42,20002.489414767122
36.0,4.8,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,20002.489414767122
21.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.489414767122
32.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,,20,20002.489412675674
23.0,4.9,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,20002.489412675674
22.0,4.6,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.489412675674
30.0,3.8,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,32,20002.489412675674
20.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,13,20002.489412675674
23.0,4.7,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,20002.489412675674
35.0,4.4,Stormy,High,1,Snack,scooter,0.0,No,Metropolitian,34,20002.489412675674
28.0,4.5,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,20002.489412675674
30.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.489412675674
37.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,20002.489412675674
22.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.489412675674
29.0,4.9,Sunny,Low,0,Buffet,motorcycle,,No,Urban,14,20002.489412675674
34.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.489408135025
28.0,4.7,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,20002.489408135025
38.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.489408135025
25.0,4.8,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,11,20002.489408135025
34.0,4.8,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,30,20002.489408135025
20.0,5.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.489408135025
29.0,4.7,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.489408135025
24.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Urban,16,20002.489408135025
29.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.489408135025
37.0,4.8,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,20002.489408135025
,,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.489408135025
36.0,5.0,Sunny,Low,1,Meal,motorcycle,1.0,No,,12,20002.489408135025
27.0,4.6,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,17,20002.489408135025
35.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Urban,15,20002.48940636288
38.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.48940636288
23.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.48940636288
,,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.48940636288
26.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.48940636288
33.0,4.8,Cloudy,High,1,Snack,motorcycle,0.0,No,Metropolitian,35,20002.48940636288
30.0,5.0,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.48940636288
37.0,4.6,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,29,20002.48940636288
31.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,,Urban,10,20002.48940636288
35.0,4.8,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.48940636288
36.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.48940636288
34.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,39,20002.48940636288
30.0,4.2,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,20002.48940636288
29.0,4.9,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,18,20002.489397111338
36.0,4.1,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.489397111338
36.0,4.8,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,15,20002.489397111338
30.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.489397111338
38.0,4.7,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,17,20002.489397111338
29.0,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44,20002.489397111338
32.0,4.7,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,16,20002.489397111338
21.0,4.5,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.489397111338
,,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.489397111338
30.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.489397111338
31.0,3.5,Sandstorms,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,41,20002.489397111338
20.0,4.8,Sunny,High,2,Snack,motorcycle,1.0,No,Urban,15,20002.48939547245
36.0,4.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.48939547245
22.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,20002.48939547245
20.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.48939547245
23.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,33,20002.48939547245
33.0,4.3,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.48939547245
20.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.48939547245
25.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,44,20002.48939547245
24.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.48939547245
37.0,4.2,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,32,20002.48939547245
25.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.489395439254
33.0,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.489395439254
,,Stormy,Low,1,Meal,motorcycle,,No,Metropolitian,11,20002.489395439254
23.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.489395439254
29.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,22,20002.489395439254
20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,20002.489395439254
34.0,4.6,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Urban,51,20002.489395439254
35.0,3.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,33,20002.489395439254
37.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.489395439254
20.0,4.7,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.489395439254
28.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.489395439254
24.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.489395439254
,,,,3,Meal,bicycle,1.0,No,Metropolitian,18,20002.489395439254
36.0,4.5,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.48938372111
33.0,4.9,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.48938372111
20.0,4.5,Sunny,Jam,2,Meal,electric_scooter,0.0,No,,13,20002.48938372111
37.0,3.5,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,37,20002.48938372111
36.0,4.2,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.48938372111
29.0,4.3,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,44,20002.48938372111
,,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.48938372111
24.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.48938372111
37.0,4.5,Windy,Jam,1,Buffet,scooter,3.0,No,Metropolitian,44,20002.48938372111
27.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,15,20002.48938372111
37.0,4.3,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.48938372111
36.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,30,20002.489332762238
22.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.489332762238
27.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.489332762238
25.0,4.1,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,43,20002.489332762238
27.0,4.7,Sandstorms,Jam,1,Snack,scooter,0.0,No,Urban,21,20002.489332762238
21.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14,20002.489332762238
22.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.489332762238
38.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,20002.489332762238
25.0,4.5,Fog,Low,2,Snack,scooter,1.0,No,Urban,27,20002.489332762238
30.0,5.0,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.489332762238
31.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,29,20002.489332762238
26.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.489332762238
29.0,4.8,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.489332762238
36.0,4.8,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.489332762238
28.0,4.6,Cloudy,Jam,0,Meal,motorcycle,,No,Metropolitian,39,20002.489325344788
32.0,4.9,Stormy,Jam,1,Meal,scooter,1.0,No,Urban,28,20002.489325344788
25.0,4.7,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,19,20002.489325344788
36.0,5.0,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,20002.489325344788
32.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.489325344788
27.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,12,20002.489325344788
29.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.489325344788
26.0,4.8,Windy,High,1,Meal,scooter,0.0,No,Metropolitian,17,20002.489325344788
30.0,5.0,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.489325344788
25.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.489325344788
28.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.489325344788
25.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Urban,17,20002.489325344788
27.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,21,20002.489325344788
28.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.489325212486
32.0,4.5,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.489325212486
23.0,4.9,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,20002.489325212486
20.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.489325212486
31.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,,25,20002.489325212486
29.0,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,20002.489325212486
34.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.489325212486
34.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.489325212486
32.0,4.7,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,20,20002.489325212486
32.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Urban,20,20002.489325212486
23.0,4.9,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,27,20002.489325212486
29.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.489325212486
34.0,4.5,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,20002.489325212486
31.0,3.9,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.48932112911
35.0,4.1,Cloudy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,48,20002.48932112911
27.0,4.1,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.48932112911
38.0,4.8,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,19,20002.48932112911
,,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.48932112911
,,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.48932112911
30.0,4.6,Fog,Low,0,Buffet,motorcycle,,No,Urban,21,20002.48932112911
21.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.48932112911
24.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.48932112911
35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.48932112911
21.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,16,20002.48932112911
35.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,48,20002.48932112911
39.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,36,20002.489319972672
20.0,5.0,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.489319972672
33.0,3.7,Sandstorms,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.489319972672
36.0,3.9,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,40,20002.489319972672
39.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,,37,20002.489319972672
25.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.489319972672
30.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,20002.489319972672
27.0,4.5,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,12,20002.489319972672
38.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.489319972672
